commodity,market,date,price,lag_1,lag_2,lag_3,rolling_3,month
Beans,Hambantota,2023-09-15,416.25,441.67,493.43,511.55,482.2166666666667,9
Beans,Hambantota,2023-10-15,503.0,416.25,441.67,493.43,450.45000000000005,10
Beans,Hambantota,2023-11-15,607.86,503.0,416.25,441.67,453.64000000000004,11
Beans,Hambantota,2023-12-15,692.92,607.86,503.0,416.25,509.03666666666663,12
Beans,Hambantota,2024-01-15,1065.0,692.92,607.86,503.0,601.2599999999999,1
Beans,Hambantota,2024-02-15,793.33,1065.0,692.92,607.86,788.5933333333332,2
Beans,Hambantota,2024-03-15,355.42,793.33,1065.0,692.92,850.4166666666666,3
Beans,Hambantota,2024-04-15,211.67,355.42,793.33,1065.0,737.9166666666666,4
Beans,Hambantota,2024-05-15,471.25,211.67,355.42,793.33,453.4733333333333,5
Beans,Hambantota,2024-06-15,579.44,471.25,211.67,355.42,346.11333333333323,6
Beans,Hambantota,2024-07-15,767.5,579.44,471.25,211.67,420.7866666666666,7
Beans,Hambantota,2024-08-15,506.0,767.5,579.44,471.25,606.0633333333334,8
Beans,Hambantota,2024-09-15,372.13,506.0,767.5,579.44,617.6466666666666,9
Beans,Hambantota,2024-10-15,488.5,372.13,506.0,767.5,548.5433333333333,10
Beans,Hambantota,2024-11-15,509.5,488.5,372.13,506.0,455.54333333333324,11
Beans,Hambantota,2024-12-15,634.0,509.5,488.5,372.13,456.70999999999987,12
Beans,Hambantota,2025-01-15,606.0,634.0,509.5,488.5,543.9999999999999,1
Beans,Hambantota,2025-02-15,493.0,606.0,634.0,509.5,583.1666666666666,2
Beans,Hambantota,2025-03-15,689.3,493.0,606.0,634.0,577.6666666666666,3
Beans,Hambantota,2025-04-15,635.88,689.3,493.0,606.0,596.0999999999999,4
Beans,Hambantota,2025-05-15,711.88,635.88,689.3,493.0,606.06,5
Beans,Hambantota,2025-08-15,548.42,711.88,635.88,689.3,679.0199999999999,8
Beans,Hambantota,2025-09-15,451.3,548.42,711.88,635.88,632.06,9
Beans,Hanguranketha,2024-04-15,181.07,317.0,418.8,395.0,376.93333333333334,4
Beans,Hanguranketha,2025-05-15,580.0,181.07,317.0,418.8,305.62333333333333,5
Beans,Hanguranketha,2025-08-15,458.75,580.0,181.07,317.0,359.3566666666666,8
Beans,Jaffna,2023-09-15,356.33,438.33,537.67,525.83,500.60999999999996,9
Beans,Jaffna,2023-10-15,468.2,356.33,438.33,537.67,444.10999999999996,10
Beans,Jaffna,2023-11-15,472.0,468.2,356.33,438.33,420.9533333333333,11
Beans,Jaffna,2023-12-15,493.75,472.0,468.2,356.33,432.1766666666667,12
Beans,Jaffna,2024-01-15,554.4,493.75,472.0,468.2,477.98333333333335,1
Beans,Jaffna,2024-02-15,426.0,554.4,493.75,472.0,506.71666666666664,2
Beans,Jaffna,2024-03-15,286.0,426.0,554.4,493.75,491.38333333333327,3
Beans,Jaffna,2024-04-15,302.0,286.0,426.0,554.4,422.13333333333327,4
Beans,Jaffna,2024-05-15,538.5,302.0,286.0,426.0,338.0,5
Beans,Jaffna,2024-06-15,765.0,538.5,302.0,286.0,375.5,6
Beans,Jaffna,2024-07-15,676.0,765.0,538.5,302.0,535.1666666666666,7
Beans,Jaffna,2024-08-15,592.5,676.0,765.0,538.5,659.8333333333334,8
Beans,Jaffna,2024-09-15,387.6,592.5,676.0,765.0,677.8333333333334,9
Beans,Jaffna,2024-10-15,440.0,387.6,592.5,676.0,552.0333333333333,10
Beans,Jaffna,2024-11-15,444.0,440.0,387.6,592.5,473.3666666666666,11
Beans,Jaffna,2024-12-15,502.0,444.0,440.0,387.6,423.8666666666666,12
Beans,Jaffna,2025-01-15,322.0,502.0,444.0,440.0,462.0,1
Beans,Jaffna,2025-02-15,353.5,322.0,502.0,444.0,422.6666666666667,2
Beans,Jaffna,2025-03-15,350.5,353.5,322.0,502.0,392.5,3
Beans,Jaffna,2025-06-15,744.0,350.5,353.5,322.0,342.0,6
Beans,Jaffna,2025-07-15,400.0,744.0,350.5,353.5,482.6666666666667,7
Beans,Jaffna,2025-08-15,706.5,400.0,744.0,350.5,498.1666666666667,8
Beans,Jaffna,2025-09-15,386.0,706.5,400.0,744.0,616.8333333333334,9
Beans,Kalutara,2023-09-15,412.0,406.0,453.2,510.0,456.40000000000003,9
Beans,Kalutara,2023-10-15,495.2,412.0,406.0,453.2,423.73333333333335,10
Beans,Kalutara,2023-11-15,520.5,495.2,412.0,406.0,437.7333333333333,11
Beans,Kalutara,2023-12-15,651.5,520.5,495.2,412.0,475.8999999999999,12
Beans,Kalutara,2024-01-15,892.0,651.5,520.5,495.2,555.7333333333332,1
Beans,Kalutara,2024-02-15,719.0,892.0,651.5,520.5,688.0,2
Beans,Kalutara,2024-03-15,362.0,719.0,892.0,651.5,754.1666666666666,3
Beans,Kalutara,2024-04-15,281.2,362.0,719.0,892.0,657.6666666666666,4
Beans,Kalutara,2024-05-15,495.5,281.2,362.0,719.0,454.06666666666666,5
Beans,Kalutara,2024-06-15,688.5,495.5,281.2,362.0,379.56666666666666,6
Beans,Kalutara,2024-07-15,744.0,688.5,495.5,281.2,488.40000000000003,7
Beans,Kalutara,2024-09-15,332.17,744.0,688.5,495.5,642.6666666666666,9
Beans,Kalutara,2024-10-15,402.5,332.17,744.0,688.5,588.2233333333334,10
Beans,Kalutara,2024-11-15,430.0,402.5,332.17,744.0,492.89000000000004,11
Beans,Kalutara,2024-12-15,686.9,430.0,402.5,332.17,388.22333333333336,12
Beans,Kalutara,2025-01-15,516.5,686.9,430.0,402.5,506.46666666666664,1
Beans,Kalutara,2025-02-15,664.0,516.5,686.9,430.0,544.4666666666666,2
Beans,Kalutara,2025-03-15,662.5,664.0,516.5,686.9,622.4666666666666,3
Beans,Kalutara,2025-04-15,548.67,662.5,664.0,516.5,614.3333333333334,4
Beans,Kalutara,2025-05-15,605.5,548.67,662.5,664.0,625.0566666666667,5
Beans,Kalutara,2025-06-15,630.8,605.5,548.67,662.5,605.5566666666667,6
Beans,Kalutara,2025-07-15,594.5,630.8,605.5,548.67,594.9899999999999,7
Beans,Kalutara,2025-08-15,630.0,594.5,630.8,605.5,610.2666666666665,8
Beans,Kalutara,2025-09-15,468.8,630.0,594.5,630.8,618.4333333333333,9
Beans,Kandy,2023-09-15,444.5,499.5,500.4,541.5,513.8000000000001,9
Beans,Kandy,2023-10-15,505.2,444.5,499.5,500.4,481.4666666666667,10
Beans,Kandy,2023-11-15,570.5,505.2,444.5,499.5,483.06666666666666,11
Beans,Kandy,2023-12-15,668.5,570.5,505.2,444.5,506.73333333333335,12
Beans,Kandy,2024-01-15,895.2,668.5,570.5,505.2,581.4,1
Beans,Kandy,2024-02-15,836.5,895.2,668.5,570.5,711.4,2
Beans,Kandy,2024-03-15,379.5,836.5,895.2,668.5,800.0666666666666,3
Beans,Kandy,2024-04-15,242.4,379.5,836.5,895.2,703.7333333333332,4
Beans,Kandy,2024-05-15,473.0,242.4,379.5,836.5,486.1333333333334,5
Beans,Kandy,2024-06-15,723.5,473.0,242.4,379.5,364.9666666666667,6
Beans,Kandy,2024-07-15,736.0,723.5,473.0,242.4,479.6333333333334,7
Beans,Kandy,2024-08-15,478.0,736.0,723.5,473.0,644.1666666666666,8
Beans,Kandy,2024-09-15,338.4,478.0,736.0,723.5,645.8333333333334,9
Beans,Kandy,2024-10-15,484.0,338.4,478.0,736.0,517.4666666666666,10
Beans,Kandy,2024-11-15,473.5,484.0,338.4,478.0,433.4666666666667,11
Beans,Kandy,2024-12-15,596.0,473.5,484.0,338.4,431.9666666666667,12
Beans,Kandy,2025-01-15,558.0,596.0,473.5,484.0,517.8333333333334,1
Beans,Kandy,2025-02-15,516.0,558.0,596.0,473.5,542.5,2
Beans,Kandy,2025-03-15,610.0,516.0,558.0,596.0,556.6666666666666,3
Beans,Kandy,2025-04-15,584.0,610.0,516.0,558.0,561.3333333333334,4
Beans,Kandy,2025-05-15,516.0,584.0,610.0,516.0,570.0,5
Beans,Kandy,2025-06-15,565.6,516.0,584.0,610.0,570.0,6
Beans,Kandy,2025-07-15,579.5,565.6,516.0,584.0,555.1999999999999,7
Beans,Kandy,2025-08-15,682.0,579.5,565.6,516.0,553.6999999999999,8
Beans,Kandy,2025-09-15,469.6,682.0,579.5,565.6,609.0333333333333,9
Beans,Kegalle,2023-09-15,449.0,466.0,538.8,519.5,508.09999999999997,9
Beans,Kegalle,2023-10-15,476.8,449.0,466.0,538.8,484.59999999999997,10
Beans,Kegalle,2023-11-15,529.0,476.8,449.0,466.0,463.93333333333334,11
Beans,Kegalle,2023-12-15,629.0,529.0,476.8,449.0,484.93333333333334,12
Beans,Kegalle,2024-01-15,946.0,629.0,529.0,476.8,544.9333333333333,1
Beans,Kegalle,2024-02-15,760.5,946.0,629.0,529.0,701.3333333333334,2
Beans,Kegalle,2024-03-15,403.5,760.5,946.0,629.0,778.5,3
Beans,Kegalle,2024-04-15,243.2,403.5,760.5,946.0,703.3333333333334,4
Beans,Kegalle,2024-05-15,459.0,243.2,403.5,760.5,469.06666666666666,5
Beans,Kegalle,2024-06-15,459.0,459.0,243.2,403.5,368.56666666666666,6
Beans,Kegalle,2024-07-15,673.6,459.0,459.0,243.2,387.06666666666666,7
Beans,Kegalle,2024-08-15,524.0,673.6,459.0,459.0,530.5333333333333,8
Beans,Kegalle,2024-09-15,368.0,524.0,673.6,459.0,552.1999999999999,9
Beans,Kegalle,2024-10-15,446.0,368.0,524.0,673.6,521.8666666666667,10
Beans,Kegalle,2024-11-15,456.0,446.0,368.0,524.0,446.0,11
Beans,Kegalle,2024-12-15,550.4,456.0,446.0,368.0,423.3333333333333,12
Beans,Kegalle,2025-01-15,556.0,550.4,456.0,446.0,484.1333333333334,1
Beans,Kegalle,2025-02-15,516.0,556.0,550.4,456.0,520.8000000000001,2
Beans,Kegalle,2025-03-15,600.0,516.0,556.0,550.4,540.8000000000001,3
Beans,Kegalle,2025-04-15,602.67,600.0,516.0,556.0,557.3333333333334,4
Beans,Kegalle,2025-05-15,586.0,602.67,600.0,516.0,572.89,5
Beans,Kegalle,2025-06-15,624.0,586.0,602.67,600.0,596.2233333333334,6
Beans,Kegalle,2025-07-15,616.0,624.0,586.0,602.67,604.2233333333334,7
Beans,Kegalle,2025-08-15,666.0,616.0,624.0,586.0,608.6666666666666,8
Beans,Kegalle,2025-09-15,480.0,666.0,616.0,624.0,635.3333333333334,9
Beans,Kilinochchi,2023-09-15,486.5,599.0,583.6,583.0,588.5333333333333,9
Beans,Kilinochchi,2023-10-15,586.8,486.5,599.0,583.6,556.3666666666667,10
Beans,Kilinochchi,2023-11-15,562.0,586.8,486.5,599.0,557.4333333333334,11
Beans,Kilinochchi,2023-12-15,599.5,562.0,586.8,486.5,545.1,12
Beans,Kilinochchi,2024-01-15,758.4,599.5,562.0,586.8,582.7666666666668,1
Beans,Kilinochchi,2024-02-15,593.0,758.4,599.5,562.0,639.9666666666666,2
Beans,Kilinochchi,2024-03-15,525.5,593.0,758.4,599.5,650.3000000000001,3
Beans,Kilinochchi,2024-04-15,369.6,525.5,593.0,758.4,625.6333333333333,4
Beans,Kilinochchi,2024-05-15,562.0,369.6,525.5,593.0,496.0333333333333,5
Beans,Kilinochchi,2024-06-15,562.0,562.0,369.6,525.5,485.7,6
Beans,Kilinochchi,2024-07-15,851.2,562.0,562.0,369.6,497.8666666666666,7
Beans,Kilinochchi,2024-08-15,679.5,851.2,562.0,562.0,658.4000000000001,8
Beans,Kilinochchi,2024-09-15,574.0,679.5,851.2,562.0,697.5666666666667,9
Beans,Kilinochchi,2024-10-15,596.5,574.0,679.5,851.2,701.5666666666667,10
Beans,Kilinochchi,2024-11-15,600.0,596.5,574.0,679.5,616.6666666666666,11
Beans,Kilinochchi,2024-12-15,685.6,600.0,596.5,574.0,590.1666666666666,12
Beans,Kilinochchi,2025-01-15,524.5,685.6,600.0,596.5,627.3666666666667,1
Beans,Kilinochchi,2025-02-15,573.5,524.5,685.6,600.0,603.3666666666667,2
Beans,Kilinochchi,2025-03-15,596.0,573.5,524.5,685.6,594.5333333333333,3
Beans,Kilinochchi,2025-04-15,762.0,596.0,573.5,524.5,564.6666666666666,4
Beans,Kilinochchi,2025-05-15,836.5,762.0,596.0,573.5,643.8333333333334,5
Beans,Kilinochchi,2025-06-15,789.38,836.5,762.0,596.0,731.5,6
Beans,Kilinochchi,2025-09-15,591.11,789.38,836.5,762.0,795.96,9
Beans,Kurunegala,2023-09-15,446.0,477.0,576.8,522.0,525.2666666666667,9
Beans,Kurunegala,2023-10-15,535.8,446.0,477.0,576.8,499.93333333333334,10
Beans,Kurunegala,2023-11-15,590.0,535.8,446.0,477.0,486.26666666666665,11
Beans,Kurunegala,2023-12-15,752.5,590.0,535.8,446.0,523.9333333333333,12
Beans,Kurunegala,2024-01-15,987.6,752.5,590.0,535.8,626.1,1
Beans,Kurunegala,2024-02-15,788.88,987.6,752.5,590.0,776.6999999999999,2
Beans,Kurunegala,2024-03-15,411.5,788.88,987.6,752.5,842.9933333333333,3
Beans,Kurunegala,2024-04-15,310.3,411.5,788.88,987.6,729.3266666666667,4
Beans,Kurunegala,2024-05-15,571.0,310.3,411.5,788.88,503.56,5
Beans,Kurunegala,2024-06-15,715.5,571.0,310.3,411.5,430.93333333333334,6
Beans,Kurunegala,2024-09-15,360.0,715.5,571.0,310.3,532.2666666666667,9
Beans,Kurunegala,2024-10-15,374.17,360.0,715.5,571.0,548.8333333333334,10
Beans,Kurunegala,2024-11-15,501.39,374.17,360.0,715.5,483.22333333333336,11
Beans,Kurunegala,2024-12-15,712.17,501.39,374.17,360.0,411.8533333333333,12
Beans,Kurunegala,2025-01-15,490.62,712.17,501.39,374.17,529.2433333333333,1
